,campus,lon,lat,total,pop,rate,state
1184,Milligan College,-82.2904086,36.3011698,50,14392,3.47,tennessee
1185,Millikin University,-88.9742951,39.8424639,296,33847,8.75,illinois
1186,Mills College,-122.1878385,37.7826845,183,19855,9.22,california
1187,Millsaps College,-90.1782623,32.322401,173,15151,11.42,mississippi
1188,Milwaukee Institute of Art & Design,-87.9079231,43.0309118,16,9244,1.73,wisconsin
1189,Milwaukee School of Engineering,-87.9090839,43.0440459,47,35529,1.32,wisconsin
1190,Minneapolis College of Art and Design,-93.2746532,44.956828,47,10034,4.68,minnesota
2584,Minnesota School of Business-Blaine,-93.2977849,44.864902,1,4666,0.21,minnesota
1191,Minnesota School of Business-Brooklyn Center,-93.2979628,44.8648643,6,7628,0.79,minnesota
2676,Minnesota School of Business-Lakeville,-93.2878733,44.6918651,2,1157,1.73,minnesota
1192,Minnesota School of Business-Plymouth,-93.503064,44.994248,1,5230,0.19,minnesota
1193,Minnesota School of Business-Richfield,-93.2977849,44.864902,9,16745,0.54,minnesota
2521,Minnesota School of Business-Rochester,-92.4994479,44.0714409,1,4437,0.23,minnesota
2495,Minnesota School of Business-Waite Park,-94.2335218,45.5495763,3,6729,0.45,minnesota
1194,Minnesota State University Moorhead,-96.762332,46.865905,231,102853,2.25,minnesota
1195,Minnesota State University-Mankato,-93.9986131,44.1463506,336,205250,1.64,minnesota
1196,Minot State University,-101.300639,48.245968,91,51358,1.77,north dakota
1197,Mirrer Yeshiva Cent Institute,-73.9660197,40.6050608,3,3412,0.88,new york
1198,Misericordia University,-75.9733062,41.3443718,34,35196,0.97,pennsylvania
1199,Mississippi College,-90.3304648,32.334545,304,60506,5.02,mississippi
1200,Mississippi State University,-88.794525,33.456642,431,252098,1.71,mississippi
1201,Mississippi University for Women,-88.4187196,33.4947079,38,33878,1.12,mississippi
1202,Mississippi Valley State University,-90.3397718,33.5118304,196,40815,4.8,mississippi
1203,Missouri Baptist University,-90.4621668,38.644288,73,63155,1.16,missouri
1204,Missouri College,-90.3359827,38.6272521,7,9043,0.77,missouri
1205,Missouri Southern State University,-94.4621993,37.0959575,118,77966,1.51,missouri
1206,Missouri State University-Springfield,-93.2806696,37.200566,398,276832,1.44,missouri
1207,Missouri University of Science and Technology,-91.7755727,37.953451,199,90931,2.19,missouri
1208,Missouri Valley College,-93.1914066,39.1083323,173,23491,7.36,missouri
1209,Missouri Western State University,-94.7899854,39.7594306,420,77409,5.43,missouri
1210,Mitchell College,-72.0941574,41.3281179,395,11628,33.97,connecticut
1211,Molloy College,-73.6263933,40.6859799,9,52847,0.17,new york
1212,Monmouth College,-90.6386297,40.9135265,29,17803,1.63,illinois
1213,Monmouth University,-74.0051928,40.2807168,264,88773,2.97,new jersey
1214,Monroe College,-73.9008986,40.8635658,49,68991,0.71,new york
1215,Montana State University,-111.049325,45.667548,377,178735,2.11,montana
1216,Montana State University-Billings,-108.5218151,45.7966687,73,56459,1.29,montana
1217,Montana State University-Northern,-109.6880953,48.5408648,48,18889,2.54,montana
1218,Montana Tech of the University of Montana,-112.557698,46.0123464,15,25779,0.58,montana
1219,Montclair State University,-74.1985597,40.8644792,944,238658,3.96,new jersey
1220,Monterey Institute of International Studies,-121.8970109,36.5993006,5,10603,0.47,california
1223,Montreat College,-82.297296,35.646076,82,14332,5.72,north carolina
1224,Montserrat College of Art,-70.8760643,42.5501402,19,4977,3.82,massachusetts
2732,Moody Bible Institute,-87.6340437,41.8987661,42,14874,2.82,illinois
1225,Moore College of Art and Design,-75.1720053,39.9571923,21,7294,2.88,pennsylvania
1226,Moravian College,-75.3812135,40.6308814,94,27927,3.37,pennsylvania
1227,Morehead State University,-83.4340472,38.1866733,420,134756,3.12,kentucky
1228,Morehouse College,-84.4138651,33.7459553,284,37136,7.65,georgia
1229,Morehouse School of Medicine,-84.411958,33.742784,49,4238,11.56,georgia
1230,Morgan State University,-76.5843847,39.3437959,546,100271,5.45,maryland
1231,Morningside College,-96.3585355,42.4733866,46,24934,1.84,iowa
1232,Morris College,-80.347003,33.938031,343,12065,28.43,south carolina
1233,Morrisville State College,-75.6412775,42.8911782,346,45502,7.6,new york
1234,Mount Aloysius College,-78.603312,40.4595885,67,22177,3.02,pennsylvania
1235,Mount Angel Seminary,-122.7767224,45.0574197,7,2066,3.39,oregon
1236,Mount Carmel College of Nursing,-83.02119,39.9563143,20,9718,2.06,ohio
1237,Mount Holyoke College,-72.5761394,42.2532535,286,31116,9.19,massachusetts
1238,Mount Ida College,-71.1931231,42.2938451,277,19060,14.53,massachusetts
1239,Mount Marty College,-97.410359,42.874457,4,15580,0.26,south dakota
1240,Mount Mary University,-88.0301946,43.0717772,20,22955,0.87,wisconsin
1241,Mount Mercy University,-91.6510391,42.0021111,45,22284,2.02,iowa
1242,Mount Saint Joseph University,-84.637835,39.095713,58,29153,1.99,ohio
1243,Mount Saint Mary College,-74.0124836,41.5130521,135,36269,3.72,new york
1244,Mount Saint Mary's University,-77.3514515,39.6815284,230,35151,6.54,maryland
1245,Mount St Mary's University,-77.3514515,39.6815284,273,27908,9.78,maryland
1246,Mount Vernon Nazarene University,-82.47349,40.3731566,27,34306,0.79,ohio
1247,Mount Washington College,-71.469627,42.9719706,234,45167,5.18,new hampshire
1248,Mt Sierra College,-117.9874153,34.1426826,33,9011,3.66,california
1249,Muhlenberg College,-75.5100675,40.597446,189,29771,6.35,pennsylvania
1250,Multnomah University,-122.5752727,45.527607,91,10791,8.43,oregon
1251,Murray State University,-88.3213825,36.6155773,351,145207,2.42,kentucky
1252,Musicians Institute,-118.3376997,34.101311,39,15292,2.55,california
1253,Muskingum University,-81.7377314,39.9970379,284,30533,9.3,ohio
1254,Naropa University,-105.2673905,40.0141679,20,15581,1.28,colorado
1255,Nashotah House,-88.422389,43.081003,1,1284,0.78,wisconsin
1256,National American University-Albuquerque,-106.5916331,35.1029628,4,5285,0.76,new mexico
2585,National American University-Austin,-97.6962956,30.4380268,5,1885,2.65,texas
1258,National American University-Bloomington,-93.2286086,44.8613669,3,4943,0.61,minnesota
1259,National American University-Brooklyn Center,-93.307507,45.067266,4,5917,0.68,minnesota
1260,National American University-Colorado Springs,-104.790601,38.952149,3,4183,0.72,colorado
1261,National American University-Denver,-104.941022,39.6923,2,3293,0.61,colorado
1264,National American University-Overland Park,-94.703919,38.941324,2,4180,0.48,kansas
1265,National American University-Rapid City,-103.250049,44.031279,35,24581,1.42,south dakota
1266,National American University-Roseville,-93.162656,45.009375,2,4317,0.46,minnesota
1267,National American University-Sioux Falls,-103.266197,44.047582,1,7286,0.14,south dakota
2623,National American University-Wichita,-97.251696,37.722544,3,2707,1.11,kansas
2522,National American University-Zona Rosa,-94.666619,39.251746,1,3805,0.26,missouri
1268,National College of Natural Medicine,-122.676561,45.501676,3,6880,0.44,oregon
1269,National College-Lexington,-84.4210995,38.0269388,27,27005,1,kentucky
1271,National Louis University,-87.624695,41.8800946,141,92672,1.52,illinois
1272,National University,-117.1272507,32.8294811,23,274829,0.08,california
1273,National University of Health Sciences,-88.012996,41.86082,2,9395,0.21,illinois
1274,Navajo Technical University,-108.1474931,35.6874308,56,11602,4.83,new mexico
1275,Nazarene Bible College,-104.7513647,38.8158124,12,10685,1.12,colorado
1276,Nazarene Theological Seminary,-94.565764,39.009203,28,3959,7.07,missouri
1277,Nazareth College,-77.520027,43.1030175,36,43406,0.83,new york
1278,Nebraska Christian College,-96.094447,41.121744,6,1856,3.23,nebraska
1279,Nebraska Methodist College of Nursing & Allied Health,-96.04837,41.265533,27,9111,2.96,nebraska
1280,Nebraska Wesleyan University,-96.6472005,40.8385341,74,28075,2.64,nebraska
1281,Ner Israel Rabbinical College,-76.7534802,39.387994,2,7963,0.25,maryland
1282,Neumann University,-75.4401153,39.8745018,117,39761,2.94,pennsylvania
2458,Neumont University,-111.890657,40.766116,3,3110,0.96,utah
2429,Nevada State College,-114.9382663,35.9832696,2,28802,0.07,nevada
1283,New Brunswick Theological Seminary,-74.4493772,40.501368,57,2976,19.15,new jersey
1284,New College of Florida,-82.558703,27.384828,104,10630,9.78,florida
1285,New England College,-71.8226523,43.177062,282,22889,12.32,new hampshire
1286,New England College of Optometry,-71.086845,42.35188,7,5966,1.17,massachusetts
1287,New England Culinary Institute,-72.575089,44.2612,26,5760,4.51,vermont
1288,New England Institute of Technology,-71.4449609,41.7153093,70,38692,1.81,rhode island
1289,New England School of Acupuncture,-71.194381,42.3640827,6,2979,2.01,massachusetts
1290,New England School of Communications,-68.7921739,44.8274343,201,4513,44.54,maine
1291,New England School of Law,-71.066232,42.350988,9,14852,0.61,massachusetts
1292,New Hampshire Institute of Art,-71.4589473,42.9929102,12,4609,2.6,new hampshire
1293,New Hope Christian College-Eugene,-123.1524596,44.0329337,24,1961,12.24,oregon
1294,New Jersey City University,-74.0874848,40.709673,33,119968,0.28,new jersey
1295,New Jersey Institute of Technology,-74.1793409,40.7423345,160,125714,1.27,new jersey
1296,New Mexico Highlands University,-105.2222552,35.5932406,157,50375,3.12,new mexico
1297,New Mexico Institute of Mining and Technology,-106.905611,34.065993,83,25884,3.21,new mexico
1298,New Mexico State University-Main Campus,-106.7447566,32.2847481,1135,234912,4.83,new mexico
1299,New York Academy of Art,-74.0061087,40.7184175,1,1400,0.71,new york
1300,New York Chiropractic College,-76.756101,42.9114024,1,11396,0.09,new york
1301,New York College of Health Professions,-73.51618,40.809367,2,10203,0.2,new york
2733,New York Film Academy,-74.0160867,40.7053196,3,6366,0.47,new york
1304,New York Institute of Technology,-73.9825863,40.7696926,26,109188,0.24,new york
1305,New York Law School,-74.006988,40.717982,1,20559,0.05,new york
1306,New York Medical College,-73.8097434,41.0852969,62,17161,3.61,new york
1308,New York University,-73.9964609,40.7295134,584,587173,0.99,new york
1309,Newberry College,-81.6219227,34.2861075,168,13118,12.81,south carolina
1310,Newbury College,-71.1428026,42.3312841,171,16300,10.49,massachusetts
1311,Newman University,-97.378766,37.672247,37,35905,1.03,kansas
1312,Newschool of Architecture and Design,-117.1534771,32.7133355,13,6007,2.16,california
1313,Niagara University,-79.0376672,43.1383605,65,54814,1.19,new york
1314,Nicholls State University,-90.80144,29.794468,101,97775,1.03,louisiana
1315,Nichols College,-71.9295592,42.0465278,185,22060,8.39,massachusetts
1316,Norfolk State University,-76.2695842,36.8467725,1129,92288,12.23,virginia
2734,North American University,-95.588291,29.646284,2,1324,1.51,texas
1317,North Carolina A & T State University,-79.7719046,36.0770077,664,145146,4.57,north carolina
1318,North Carolina Central University,-78.8978365,35.9749438,587,110477,5.31,north carolina
1319,North Carolina State University at Raleigh,-78.6820946,35.7846633,1164,449986,2.59,north carolina
1320,North Carolina Wesleyan College,-77.7742185,36.0186234,89,23097,3.85,north carolina
1321,North Central College,-88.1427779,41.7757375,170,38108,4.46,illinois
1322,North Central University,-93.2609285,44.9688064,202,17471,11.56,minnesota
1323,North Dakota State University-Main Campus,-96.8013927,46.8921783,281,182257,1.54,north dakota
1324,North Greenville University,-82.373666,35.067099,214,28776,7.44,south carolina
1325,North Park University,-87.710796,41.9746782,153,41071,3.73,illinois
1326,North Seattle College,-122.3334235,47.6991867,55,85433,0.64,washington
1327,Northeast Ohio Medical University,-81.2450979,41.103177,1,8092,0.12,ohio
1328,Northeastern Illinois University,-87.7182002,41.9805024,44,163016,0.27,illinois
1329,Northeastern Seminary,-77.797383,43.126134,31,1682,18.43,new york
1330,Northeastern State University,-94.966185,35.9205888,280,126806,2.21,oklahoma
1331,Northeastern University,-71.0891717,42.3398067,556,340501,1.63,massachusetts
1332,Northern Arizona University,-111.6549649,35.1830854,1099,315212,3.49,arizona
1333,Northern Illinois University,-88.774069,41.934233,817,333865,2.45,illinois
1334,Northern Kentucky University,-84.4651644,39.0325249,180,205351,0.88,kentucky
1335,Northern Michigan University,-87.403445,46.557929,444,129252,3.44,michigan
1336,Northern New Mexico College,-106.08444,36.004057,67,26889,2.49,new mexico
1337,Northern State University,-98.4844923,45.4510995,71,41362,1.72,south dakota
1338,Northland College,-90.8736669,46.5802698,46,9280,4.96,wisconsin
1339,Northpoint Bible College,-71.0787473,42.7634661,28,4103,6.82,massachusetts
1341,Northwest Christian University,-123.0797508,44.0474169,66,7240,9.12,oregon
1342,Northwest College of Art & Design,-122.6041958,47.7109543,5,1316,3.8,washington
1343,Northwest Florida State College,-86.475644,30.5394163,63,98538,0.64,florida
1344,Northwest Indian College,-122.614492,48.79461,27,8638,3.13,washington
1345,Northwest Missouri State University,-94.8838091,40.3519243,404,93190,4.34,missouri
1346,Northwest Nazarene University,-116.5668828,43.5630615,131,26094,5.02,idaho
1347,Northwest University,-122.194796,47.658416,33,19143,1.72,washington
1348,Northwestern College,-96.0582598,42.9979484,24,17645,1.36,iowa
1349,Northwestern Health Sciences University,-93.3113225,44.8507322,15,12113,1.24,minnesota
1350,Northwestern Michigan College,-85.5858926,44.765375,167,65783,2.54,michigan
1351,Northwestern Oklahoma State University,-98.668267,36.795935,98,30137,3.25,oklahoma
1352,Northwestern State University of Louisiana,-93.0974552,31.7489119,669,133126,5.03,louisiana
1353,Northwestern University,-87.675267,42.0564594,1202,270401,4.45,illinois
1354,Northwood University-Florida,-80.1043933,26.715283,72,11377,6.33,florida
1355,Northwood University-Michigan,-84.2753654,43.6295958,185,51441,3.6,michigan
1356,Northwood University-Texas,-96.9673134,32.6073122,40,12777,3.13,texas
1357,Norwich University,-72.6589372,44.1384348,290,42464,6.83,vermont
1358,Nossi College of Art,-86.7385545,36.2432411,1,3909,0.26,tennessee
1359,Notre Dame College,-81.5154967,41.5068501,159,22518,7.06,ohio
1360,Notre Dame de Namur University,-122.2844549,37.5170485,159,24484,6.49,california
1361,Notre Dame of Maryland University,-76.6212684,39.3514341,30,42898,0.7,maryland
1362,Notre Dame Seminary Graduate School of Theology,-90.115606,29.958784,24,1966,12.21,louisiana
1363,Nova Southeastern University,-80.2462665,26.078936,190,360798,0.53,florida
1364,Nyack College,-73.9309763,41.0863519,83,42163,1.97,new york
1366,Oak Hills Christian College,-94.9018774,47.4241899,1,2024,0.49,minnesota
1367,Oakland City University,-87.3519119,38.3401193,18,29512,0.61,indiana
1368,Oakland University,-83.2081921,42.6679384,223,254521,0.88,michigan
1369,Oakwood University,-86.6536396,34.7560955,290,26010,11.15,alabama
1370,Oberlin College,-82.2236001,41.293483,607,31891,19.03,ohio
1371,Oblate School of Theology,-98.503052,29.505955,27,2251,11.99,texas
1372,Occidental College,-118.213238,34.127159,402,27351,14.7,california
1373,Oglala Lakota College,-102.24033,43.366053,56,21145,2.65,south dakota
1374,Oglethorpe University,-84.3328356,33.874923,87,13102,6.64,georgia
1375,Ohio Christian University,-82.9046233,39.6120323,20,19911,1,ohio
1376,Ohio Dominican University,-82.9407447,39.9931411,184,39012,4.72,ohio
1377,Ohio Northern University,-83.8297433,40.7672006,115,49895,2.3,ohio
1378,Ohio State University-Lima Campus,-84.0283463,40.7372754,5,18103,0.28,ohio
1379,Ohio State University-Main Campus,-83.0309143,40.0141905,3076,748604,4.11,ohio
1380,Ohio State University-Mansfield Campus,-82.5779306,40.7988911,23,20551,1.12,ohio
1381,Ohio State University-Marion Campus,-83.0915087,40.5803706,8,21246,0.38,ohio
1382,Ohio State University-Newark Campus,-82.44688,40.068706,19,32924,0.58,ohio
1384,Ohio University-Eastern Campus,-80.9753648,40.0735781,2,13081,0.15,ohio
1385,Ohio University-Lancaster Campus,-82.5863511,39.738496,8,28817,0.28,ohio
1386,Ohio University-Main Campus,-82.1013889,39.324358,680,324321,2.1,ohio
1387,Ohio University-Southern Campus,-82.6662342,38.525202,2,25295,0.08,kentucky
1388,Ohio University-Zanesville Campus,-82.0304975,39.9607141,3,26915,0.11,ohio
1389,Ohio Valley University,-81.5377271,39.3124569,49,6471,7.57,west virginia
1390,Ohio Wesleyan University,-83.0680271,40.2967331,277,24629,11.25,ohio
1392,Oklahoma Baptist University,-96.932456,35.360452,123,23450,5.25,oklahoma
1393,Oklahoma Christian University,-97.4686067,35.6108664,227,29136,7.79,oklahoma
1394,Oklahoma City University,-97.5419736,35.4948254,180,50693,3.55,oklahoma
1395,Oklahoma Panhandle State University,-101.639955,36.593193,119,16426,7.24,oklahoma
1396,Oklahoma State University Center for Health Sciences,-96.0061204,36.1379354,18,4895,3.68,oklahoma
1397,Oklahoma State University Institute of Technology,-95.9403276,35.6270296,122,46186,2.64,oklahoma
1398,Oklahoma State University-Main Campus,-97.0737222,36.1270236,829,335123,2.47,oklahoma
1399,Oklahoma State University-Oklahoma City,-97.5819942,35.4751474,27,87155,0.31,oklahoma
1400,Oklahoma Wesleyan University,-95.9542064,36.7177528,33,15135,2.18,oklahoma
1401,Old Dominion University,-76.3067676,36.8855515,451,317063,1.42,virginia
1402,Olivet College,-84.9248939,42.4431108,223,14090,15.83,michigan
1403,Olivet Nazarene University,-87.874161,41.155133,217,61359,3.54,illinois
1404,Olympic College,-122.6352127,47.575258,24,97528,0.25,washington
1405,Oral Roberts University,-95.955471,36.048042,163,50067,3.26,oklahoma
1406,Oregon College of Art and Craft,-122.761921,45.511261,21,1843,11.39,oregon
1407,Oregon College of Oriental Medicine,-122.6710932,45.5239642,17,3563,4.77,oregon
1408,Oregon Health & Science University,-122.6859419,45.499045,312,35969,8.67,oregon
1409,Oregon Institute of Technology,-121.7862578,42.2560719,80,50375,1.59,oregon
1410,Oregon State University,-123.2794442,44.5637806,721,307323,2.35,oregon
1411,Otis College of Art and Design,-118.4174056,33.9563229,14,15734,0.89,california
1412,Ottawa University-Kansas City,-95.2637339,38.6029423,1,7658,0.13,kansas
1414,Ottawa University-Ottawa,-95.2637339,38.6029423,80,7225,11.07,kansas
1415,Ottawa University-Phoenix,-112.1129932,33.5721541,15,18983,0.79,arizona
1416,Otterbein University,-82.9363279,40.1253397,212,42479,4.99,ohio
1417,Ouachita Baptist University,-93.0526348,34.1250867,56,21317,2.63,arkansas
1418,Our Lady of Holy Cross College,-89.994952,29.9120747,16,16575,0.97,louisiana
1419,Our Lady of the Lake College,-91.110535,30.4001399,5,25300,0.2,louisiana
1420,Our Lady of the Lake University,-98.542512,29.4256219,51,40818,1.25,texas
1421,Ozark Christian College,-94.5102892,37.1040654,31,9456,3.28,missouri
1422,Pace University-New York,-74.0048567,40.7111197,40,184624,0.22,new york
2460,Pacific College of Oriental Medicine-Chicago,-87.6255408,41.8865275,5,2496,2,illinois
1424,Pacific College of Oriental Medicine-New York,-74.0066273,40.7089661,10,6538,1.53,new york
1425,Pacific College of Oriental Medicine-San Diego,-117.1603535,32.7783631,14,6134,2.28,california
1426,Pacific Lutheran Theological Seminary,-122.2598414,37.897627,8,1359,5.89,california
1427,Pacific Lutheran University,-122.4417973,47.1464936,313,45849,6.83,washington
1428,Pacific Northwest College of Art,-122.6781517,45.5269699,11,5897,1.87,oregon
2624,Pacific Northwest University of Health Sciences,-120.4558567,46.60281,1,1757,0.57,washington
2496,Pacific Oaks College,-118.1514863,34.1530544,5,9443,0.53,california
1429,Pacific School of Religion,-122.2629744,37.8767189,25,2394,10.44,california
1430,Pacific States University,-118.2983531,34.0613217,1,2176,0.46,california
1431,Pacific Union College,-122.4394834,38.5698777,152,20864,7.29,california
1432,Pacific University,-123.1094807,45.5210162,113,41641,2.71,oregon
1433,Pacifica Graduate Institute,-119.5805115,34.4214007,4,10033,0.4,california
1434,Paier College of Art Inc,-72.9348621,41.3475259,3,3290,0.91,connecticut
1435,Paine College,-81.9932536,33.4695551,152,12475,12.18,georgia
1436,Palm Beach Atlantic University,-80.0505476,26.7048569,146,46173,3.16,florida
1437,Palm Beach State College,-80.0862299,26.6129818,115,353897,0.32,florida
1438,Palmer College of Chiropractic,-90.574644,41.529679,134,28845,4.65,iowa
1439,Palo Alto University,-122.1874271,37.382454,11,7842,1.4,california
1441,Park University,-94.681092,39.1894618,53,166263,0.32,kansas
1442,Parker University,-96.8932883,32.8795697,20,12557,1.59,texas
1443,Pasco-Hernando State College,-82.2158861,28.3786387,5,121361,0.04,florida
1444,Paul Quinn College,-96.7558857,32.6789702,31,7415,4.18,texas
1445,Paul Smiths College of Arts and Science,-74.2530505,44.4374506,177,12457,14.21,new york
1446,Payne Theological Seminary,-83.8847513,39.7152917,2,1442,1.39,ohio
1447,Peirce College,-75.1662979,39.9454581,24,28081,0.85,pennsylvania
1448,Peninsula College,-123.4107632,48.1003007,9,47435,0.19,washington
1449,Pennsylvania Academy of the Fine Arts,-75.1631435,39.9556084,8,4213,1.9,pennsylvania
1450,Pennsylvania College of Art and Design,-76.3085333,40.0412591,3,3177,0.94,pennsylvania
2523,Pennsylvania College of Health Sciences,-76.246976,40.060351,12,9556,1.26,pennsylvania
1451,Pennsylvania College of Technology,-77.021041,41.234716,97,86059,1.13,pennsylvania
1452,Pennsylvania State University-College of Medicine,-76.6742824,40.2644671,50,10838,4.61,pennsylvania
1453,Pennsylvania State University-Main Campus,-77.8599084,40.7982133,1181,612122,1.93,pennsylvania
1454,Pennsylvania State University-Penn State Abington,-75.110288,40.115494,12,47359,0.25,pennsylvania
1455,Pennsylvania State University-Penn State Altoona,-78.4094804,40.5407571,110,54840,2.01,pennsylvania
1456,Pennsylvania State University-Penn State Beaver,-80.2963833,40.6781967,15,10019,1.5,pennsylvania
1457,Pennsylvania State University-Penn State Berks,-75.9741846,40.3597116,96,37137,2.59,pennsylvania
1458,Pennsylvania State University-Penn State Brandywine,-75.4496758,39.9271084,5,22651,0.22,pennsylvania
1459,Pennsylvania State University-Penn State DuBois,-78.7511698,41.1272143,1,11879,0.08,pennsylvania
1460,Pennsylvania State University-Penn State Erie-Behrend College,-79.9837141,42.1193083,92,55909,1.65,pennsylvania
1461,Pennsylvania State University-Penn State Fayette- Eberly,-79.6586188,39.9461131,5,13221,0.38,pennsylvania
1463,Pennsylvania State University-Penn State Greater Allegheny,-79.827442,40.3448259,22,10583,2.08,pennsylvania
1464,Pennsylvania State University-Penn State Harrisburg,-76.744929,40.2042904,21,54886,0.38,pennsylvania
1465,Pennsylvania State University-Penn State Hazleton,-76.0290881,40.9839465,48,16182,2.97,pennsylvania
1466,Pennsylvania State University-Penn State Lehigh Valley,-75.4027078,40.5591162,1,11457,0.09,pennsylvania
1467,Pennsylvania State University-Penn State Mont Alto,-77.5425957,39.8404827,34,15495,2.19,pennsylvania
1468,Pennsylvania State University-Penn State New Kensington,-79.6973879,40.5512829,2,12223,0.16,pennsylvania
1469,Pennsylvania State University-Penn State Schuylkill,-76.167348,40.6393157,88,12629,6.97,pennsylvania
1470,Pennsylvania State University-Penn State Shenango,-80.5089586,41.2347939,2,11106,0.18,pennsylvania
1471,Pennsylvania State University-Penn State Wilkes-Barre,-76.0121414,41.3080022,5,10146,0.49,pennsylvania
1472,Pennsylvania State University-Penn State Worthington Scranton,-75.6208369,41.4401197,8,18669,0.43,pennsylvania
1473,Pennsylvania State University-Penn State York,-76.702947,39.9518241,1,22168,0.05,pennsylvania
1474,Pensacola State College,-87.2013052,30.4809318,171,152715,1.12,florida
1475,Pentecostal Theological Seminary,-84.8684553,35.162586,11,2932,3.75,tennessee
1476,Pepperdine University,-118.7095814,34.0414045,377,106239,3.55,california
1477,Peru State College,-95.7321485,40.4747647,51,30020,1.7,nebraska
1478,Pfeiffer University,-80.2804584,35.4848823,173,25624,6.75,north carolina
1479,Philadelphia College of Osteopathic Medicine,-75.2165431,40.0051169,17,28886,0.59,pennsylvania
1480,Philadelphia University,-75.1923958,40.0203182,194,47355,4.1,pennsylvania
1481,Philander Smith College,-92.2829693,34.7371492,45,10000,4.5,arkansas
1483,Phillips Graduate Institute,-118.567626,34.242026,6,3402,1.76,california
1484,Phillips Theological Seminary,-95.868199,36.167965,50,2067,24.19,oklahoma
2497,Phoenix Institute of Herbal Medicine & Acupuncture,-112.0686424,33.5235151,5,1075,4.65,arizona
1485,Piedmont College,-83.5419975,34.5665363,8,32486,0.25,georgia
1486,Piedmont International University,-80.2501271,36.0879488,17,4885,3.48,north carolina
1488,Pima Medical Institute-Tucson,-110.8919812,32.2227504,18,14996,1.2,arizona
1489,Pine Manor College,-71.157477,42.3199094,94,5686,16.53,massachusetts
1490,Pioneer Pacific College,-122.7683098,45.3210827,10,14914,0.67,oregon
1491,Pittsburg State University,-94.6997666,37.3910272,160,98293,1.63,kansas
1492,Pittsburgh Theological Seminary,-79.9210192,40.4673533,18,4221,4.26,pennsylvania
1493,Pitzer College,-117.7047193,34.1046624,175,14154,12.36,california
1494,Platt College-Aurora,-104.854608,39.661048,2,2041,0.98,colorado
1495,Platt College-Los Angeles,-118.15005,34.081829,3,4432,0.68,california
2461,Platt College-North OKC,-97.4785616,35.339226,2,3282,0.61,oklahoma
1496,Platt College-Ontario,-117.5717219,34.0683861,9,6549,1.37,california
2830,Platt College-Riverside,-117.298293,33.932844,1,749,1.34,california
1497,Platt College-San Diego,-117.063475,32.763744,12,4061,2.95,california
1498,Platt College-Tulsa,-95.9039853,36.109311,3,5830,0.51,oklahoma
1500,Plymouth State University,-71.6882542,43.7595034,167,76560,2.18,new hampshire
1501,Point Loma Nazarene University,-117.2510209,32.7169871,100,46378,2.16,california
1502,Point Park University,-80.002001,40.438561,79,50124,1.58,pennsylvania
1503,Point University,-85.1847494,32.8791226,23,10791,2.13,georgia
1504,Polk State College,-81.890036,27.990667,22,122206,0.18,florida
2625,Polytechnic University of Puerto Rico-Miami,-66.0560599,18.4222446,1,850,1.18,florida
2626,Polytechnic University of Puerto Rico-Orlando,-81.2540823,28.5515773,2,950,2.11,florida
1505,Pomona College,-117.7119921,34.0987395,571,21868,26.11,california
1506,Pontifical College Josephinum,-83.0185385,40.1200757,8,2324,3.44,ohio
1508,Portland State University,-122.6842859,45.5117567,1143,356512,3.21,oregon
1509,Post University,-73.081523,41.535424,202,46838,4.31,connecticut
1510,Potomac State College of West Virginia University,-78.9816123,39.4385692,180,21583,8.34,west virginia
1511,Prairie View A & M University,-95.9891363,30.0880412,1232,113525,10.85,texas
1512,Pratt Institute-Main,-73.962537,40.6912807,51,65906,0.77,new york
1513,Presbyterian College,-81.877559,34.465182,401,16508,24.29,south carolina
1514,Prescott College,-112.4765736,34.544785,14,13441,1.04,arizona
1515,Presentation College,-98.4909356,45.4831267,9,9878,0.91,south dakota
1516,Princeton Theological Seminary,-74.664025,40.344982,7,8994,0.78,new jersey
1517,Princeton University,-74.6514481,40.3439888,962,102365,9.4,new jersey
2679,Providence Christian College,-118.1187737,34.172453,39,355,109.86,california
1518,Providence College,-71.4381653,41.8440925,332,70878,4.68,rhode island
1519,Purdue University-Calumet Campus,-87.4740349,41.5847625,147,123255,1.19,indiana
1520,Purdue University-Main Campus,-86.9211946,40.4237054,733,566113,1.29,indiana
1521,Purdue University-North Central Campus,-87.4750581,41.5877606,49,62135,0.79,indiana
1522,Queens University of Charlotte,-80.832967,35.1888373,215,30811,6.98,north carolina
1524,Quinnipiac University,-72.8934534,41.4189562,91,107958,0.84,connecticut
1530,Rabbinical College of Ch'san Sofer New York,-73.9801563,40.6263448,1,1105,0.9,new york
1535,Radford University,-80.5506221,37.1382689,244,130537,1.87,virginia
1536,Ramapo College of New Jersey,-74.1746234,41.0815079,307,80159,3.83,new jersey
1537,Randolph College,-79.172197,37.436964,68,9236,7.36,virginia
1538,Randolph-Macon College,-77.4783518,37.7603794,361,16949,21.3,virginia
1539,Ranken Technical College,-90.2485332,38.6531744,102,25254,4.04,missouri
1540,Rasmussen College-Florida,-82.197359,29.140038,3,36253,0.08,florida
2549,Rasmussen College-Illinois,-88.128874,41.653171,1,11695,0.09,illinois
1542,Rasmussen College-North Dakota,-96.848643,46.848301,1,11770,0.08,north dakota
1544,Reed College,-122.6303724,45.4809782,350,18581,18.84,oregon
1545,Reformed Presbyterian Theological Seminary,-79.8977145,40.4474069,7,970,7.22,pennsylvania
